"","state","poll_id","BidenPoll","TrumpPoll","days_to_election","fte_grade","sample_size","BidenResult","TrumpResult","EV","stateid"
"719","Indiana",72031,40,48,16,"B/C",629,41,57,11,"IN"
"720","Indiana",71048,44,54,48,"C",3185,41,57,11,"IN"
"721","Indiana",71216,45,53,46,"C",3547,41,57,11,"IN"
"722","Indiana",72698,44,54,14,"C",2392,41,57,11,"IN"
"723","Indiana",71717,44,54,40,"C",4255,41,57,11,"IN"
"724","Indiana",71502,44,54,42,"C",4001,41,57,11,"IN"
"725","Indiana",71861,44,54,38,"C",4342,41,57,11,"IN"
"726","Indiana",72301,42.3,52.9,11,"C",301,41,57,11,"IN"
"727","Indiana",67929,38,55,102,"B",900,41,57,11,"IN"
"728","Indiana",72277,43,55,33,"C",4734,41,57,11,"IN"
"729","Indiana",71142,45,53,47,"C",3307,41,57,11,"IN"
"730","Indiana",70431,43.22,54.85,125,"C",2175,41,57,11,"IN"
"731","Indiana",71928,43,54,37,"C",4382,41,57,11,"IN"
"732","Indiana",72560,44,54,16,"C",2545,41,57,11,"IN"
"733","Indiana",71417,44,54,43,"C",3913,41,57,11,"IN"
"734","Indiana",71005,42,49,26,"A",685,41,57,11,"IN"
"735","Indiana",72123,43,55,34,"C",4585,41,57,11,"IN"
"736","Indiana",70938,43,55,49,"C",3103,41,57,11,"IN"
"737","Indiana",72768,43,55.2,7,"C",264,41,57,11,"IN"
"738","Indiana",69389,39,53,61,"B-",1033,41,57,11,"IN"
"739","Indiana",72845,44,54,14,"C",2729,41,57,11,"IN"
"740","Indiana",70381,43.87,53.76,94,"C",1672,41,57,11,"IN"
"741","Indiana",72380,44,54,19,"C",2570,41,57,11,"IN"
"742","Indiana",71335,45,53,44,"C",3857,41,57,11,"IN"
"743","Indiana",66561,39,49,166,"B/C",894,41,57,11,"IN"
"744","Indiana",72459,44,54,17,"C",2536,41,57,11,"IN"
"745","Indiana",71800,44,54,39,"C",4308,41,57,11,"IN"
"746","Indiana",71277,45,53,45,"C",3774,41,57,11,"IN"
"747","Indiana",72606,42,53.4,12,"B",1147,41,57,11,"IN"
"748","Indiana",71604,43,55,41,"C",4121,41,57,11,"IN"
"749","Iowa",72621,49,48,2,"A-",871,44.9,53.1,6,"IA"
"750","Iowa",71338,50,49,44,"C",2383,44.9,53.1,6,"IA"
"751","Iowa",71720,49,50,40,"C",2654,44.9,53.1,6,"IA"
"752","Iowa",70629,48,47,31,"B-",756,44.9,53.1,6,"IA"
"753","Iowa",71505,49,49,42,"C",2539,44.9,53.1,6,"IA"
"754","Iowa",69560,47,47,50,"A+",658,44.9,53.1,6,"IA"
"755","Iowa",71803,49,49,39,"C",2706,44.9,53.1,6,"IA"
"756","Iowa",72563,49,50,17,"C",1484,44.9,53.1,6,"IA"
"757","Iowa",71755,43,50,65,"A/B",800,44.9,53.1,6,"IA"
"758","Iowa",72492,46.1,47.8,4,"B",400,44.9,53.1,6,"IA"
"759","Iowa",66740,47,48,153,"A-",963,44.9,53.1,6,"IA"
"760","Iowa",71051,49,49,48,"C",2058,44.9,53.1,6,"IA"
"761","Iowa",72220,46,47,11,"A-",1225,44.9,53.1,6,"IA"
"762","Iowa",66796,43,44,149,"A+",674,44.9,53.1,6,"IA"
"763","Iowa",67786,47,48,103,"A-",1118,44.9,53.1,6,"IA"
"764","Iowa",72420,41,48,8,"A+",814,44.9,53.1,6,"IA"
"765","Iowa",67920,46,48,96,"A",401,44.9,53.1,6,"IA"
"766","Iowa",66767,46,46,150,"B-",865,44.9,53.1,6,"IA"
"767","Iowa",71733,47,47,19,"B-",800,44.9,53.1,6,"IA"
"768","Iowa",67954,40,41,99,"B-",500,44.9,53.1,6,"IA"
"769","Iowa",71760,47,45,29,"A/B",800,44.9,53.1,6,"IA"
"770","Iowa",72701,49,50,14,"C",1330,44.9,53.1,6,"IA"
"771","Iowa",72383,49,50,18,"C",1500,44.9,53.1,6,"IA"
"772","Iowa",71145,49,49,47,"C",2138,44.9,53.1,6,"IA"
"773","Iowa",72063,50,46,13,"B/C",693,44.9,53.1,6,"IA"
"774","Iowa",72280,49,50,33,"C",3005,44.9,53.1,6,"IA"
"775","Iowa",71562,48.1,48,15,"A-",435,44.9,53.1,6,"IA"
"776","Iowa",70132,47,49,40,"B-",400,44.9,53.1,6,"IA"
"777","Iowa",71553,46,43,16,"A+",753,44.9,53.1,6,"IA"
"778","Iowa",70384,45.73,52.19,94,"C",983,44.9,53.1,6,"IA"
"779","Iowa",72462,49,50,17,"C",1490,44.9,53.1,6,"IA"
"780","Iowa",71607,49,50,41,"C",2581,44.9,53.1,6,"IA"
"781","Iowa",67935,45,46,102,"B",1101,44.9,53.1,6,"IA"
"782","Iowa",69943,46,49,46,"A",402,44.9,53.1,6,"IA"
"783","Iowa",67623,47.5,45.93,115,"B/C",701,44.9,53.1,6,"IA"
"784","Iowa",71931,49,49,38,"C",2760,44.9,53.1,6,"IA"
"785","Iowa",72016,49,49,36,"C",2768,44.9,53.1,6,"IA"
"786","Iowa",70648,50,45,33,"A-",1205,44.9,53.1,6,"IA"
"787","Iowa",67942,49,43,96,"B/C",200,44.9,53.1,6,"IA"
"788","Iowa",72489,47.4,48.6,5,"A-",604,44.9,53.1,6,"IA"
"789","Iowa",71864,49,50,39,"C",2738,44.9,53.1,6,"IA"
"790","Iowa",71465,45.1,44.6,16,"B",400,44.9,53.1,6,"IA"
"791","Iowa",71219,50,49,46,"C",2278,44.9,53.1,6,"IA"
"792","Iowa",72848,48,51,14,"C",1489,44.9,53.1,6,"IA"
"793","Iowa",72126,49,49,34,"C",2918,44.9,53.1,6,"IA"
"794","Iowa",70939,49,49,50,"C",1998,44.9,53.1,6,"IA"
"795","Iowa",72577,49,48,5,"B-",853,44.9,53.1,6,"IA"
"796","Iowa",70080,44,47,41,"B",743,44.9,53.1,6,"IA"
"797","Iowa",71002,44,50,24,"B/C",200,44.9,53.1,6,"IA"
"798","Iowa",70073,48,46,41,"B/C",780,44.9,53.1,6,"IA"
"799","Iowa",69710,45,42,48,"A+",501,44.9,53.1,6,"IA"
"800","Iowa",71083,47,48,26,"B",822,44.9,53.1,6,"IA"
"801","Iowa",71280,50,49,45,"C",2358,44.9,53.1,6,"IA"
"802","Iowa",70726,49,49,28,"B+",1035,44.9,53.1,6,"IA"
"803","Iowa",70434,44.1,54,125,"C",1095,44.9,53.1,6,"IA"
"804","Iowa",71548,50,47,19,"A",501,44.9,53.1,6,"IA"
"805","Iowa",70333,46,51.82,63,"C",1276,44.9,53.1,6,"IA"
"806","Iowa",71420,51,48,43,"C",2460,44.9,53.1,6,"IA"
"807","Iowa",72741,47,49,7,"B",951,44.9,53.1,6,"IA"
"808","Iowa",72756,47,47,5,"B-",1084,44.9,53.1,6,"IA"
"809","Iowa",70485,45.55,51.57,148,"C",455,44.9,53.1,6,"IA"
"810","Kansas",71860,47,52,38,"C",3097,41.6,56.2,6,"KS"
"811","Kansas",67956,43,50,90,"A-",864,41.6,56.2,6,"KS"
"812","Kansas",71416,47,51,43,"C",2581,41.6,56.2,6,"KS"
"813","Kansas",71334,47,52,44,"C",2348,41.6,56.2,6,"KS"
"814","Kansas",70329,48.07,50.65,63,"C",1135,41.6,56.2,6,"KS"
"815","Kansas",71673,41,48,16,"A+",755,41.6,56.2,6,"KS"
"816","Kansas",71276,46,53,45,"C",2071,41.6,56.2,6,"KS"
"817","Kansas",70481,46.21,51.4,148,"C",466,41.6,56.2,6,"KS"
"818","Kansas",72379,43,55,18,"C",2569,41.6,56.2,6,"KS"
"819","Kansas",71558,42,54,15,"A-",897,41.6,56.2,6,"KS"
"820","Kansas",71716,47,51,41,"C",2922,41.6,56.2,6,"KS"
"821","Kansas",72122,47,51,34,"C",3359,41.6,56.2,6,"KS"
"822","Kansas",72559,44,54,16,"C",2384,41.6,56.2,6,"KS"
"823","Kansas",70380,44.91,53.46,94,"C",922,41.6,56.2,6,"KS"
"824","Kansas",71141,45,54,48,"C",1838,41.6,56.2,6,"KS"
"825","Kansas",70430,48.88,49,125,"C",1295,41.6,56.2,6,"KS"
"826","Kansas",71799,47,51,39,"C",3041,41.6,56.2,6,"KS"
"827","Kansas",72723,41,55,7,"B",1121,41.6,56.2,6,"KS"
"828","Kansas",68032,41,48,90,"A",1202,41.6,56.2,6,"KS"
"829","Kansas",71603,47,51,41,"C",2825,41.6,56.2,6,"KS"
"830","Kansas",72458,44,54,17,"C",2603,41.6,56.2,6,"KS"
"831","Kansas",72697,44,54,14,"C",2159,41.6,56.2,6,"KS"
"832","Kansas",71215,46,53,47,"C",1972,41.6,56.2,6,"KS"
"833","Kansas",72060,37.6,52,43,"C/D",417,41.6,56.2,6,"KS"
"834","Kansas",70072,42,52,38,"B-",677,41.6,56.2,6,"KS"
"835","Kansas",70055,41,53,49,"B/C",794,41.6,56.2,6,"KS"
"836","Kansas",72844,44,55,14,"C",2321,41.6,56.2,6,"KS"
"837","Kansas",71047,44,55,48,"C",1717,41.6,56.2,6,"KS"
"838","Kansas",71545,39,56,16,"B/C",2453,41.6,56.2,6,"KS"
"839","Kansas",69938,45,49,50,"B",883,41.6,56.2,6,"KS"
"840","Kansas",72276,47,51,33,"C",3442,41.6,56.2,6,"KS"
"841","Kansas",70940,44,55,49,"C",1657,41.6,56.2,6,"KS"
"842","Kansas",72012,47,51,36,"C",3143,41.6,56.2,6,"KS"
"843","Kansas",71501,48,51,42,"C",2718,41.6,56.2,6,"KS"
"844","Kansas",71927,47,52,37,"C",3126,41.6,56.2,6,"KS"
"845","Kansas",66701,40,52,157,"B-",699,41.6,56.2,6,"KS"
"846","Kentucky",69487,38,58,54,"A-",1164,36.2,62.1,8,"KY"
"847","Kentucky",71859,42,57,38,"C",3300,36.2,62.1,8,"KY"
"848","Kentucky",72558,40,59,16,"C",1976,36.2,62.1,8,"KY"
"849","Kentucky",71333,42,57,44,"C",2719,36.2,62.1,8,"KY"
"850","Kentucky",70328,38.85,59.34,63,"C",1479,36.2,62.1,8,"KY"
"851","Kentucky",67880,35,59,102,"B",793,36.2,62.1,8,"KY"
"852","Kentucky",67947,41,50,96,"A-",909,36.2,62.1,8,"KY"
"853","Kentucky",71798,42,57,39,"C",3252,36.2,62.1,8,"KY"
"854","Kentucky",72239,38.8,52,18,"B/C",250,36.2,62.1,8,"KY"
"855","Kentucky",71046,40,58,48,"C",2279,36.2,62.1,8,"KY"
"856","Kentucky",72378,40,59,18,"C",2020,36.2,62.1,8,"KY"
"857","Kentucky",72843,40,59,14,"C",2009,36.2,62.1,8,"KY"
"858","Kentucky",71715,42,57,40,"C",3136,36.2,62.1,8,"KY"
"859","Kentucky",71214,41,58,46,"C",2525,36.2,62.1,8,"KY"
"860","Kentucky",72457,40,59,17,"C",1982,36.2,62.1,8,"KY"
"861","Kentucky",70429,35.98,62.41,125,"C",1709,36.2,62.1,8,"KY"
"862","Kentucky",72779,41.5,55,11,"C",383,36.2,62.1,8,"KY"
"863","Kentucky",72696,40,59,14,"C",1759,36.2,62.1,8,"KY"
"864","Kentucky",70379,38.17,59.42,94,"C",1231,36.2,62.1,8,"KY"
"865","Kentucky",71140,41,58,47,"C",2352,36.2,62.1,8,"KY"
"866","Kentucky",72121,42,56,34,"C",3478,36.2,62.1,8,"KY"
"867","Kentucky",71602,41,57,41,"C",3023,36.2,62.1,8,"KY"
"868","Kentucky",71415,42,57,43,"C",2788,36.2,62.1,8,"KY"
"869","Kentucky",71275,41,57,45,"C",2653,36.2,62.1,8,"KY"
"870","Kentucky",66392,39,55,173,"A-",1104,36.2,62.1,8,"KY"
"871","Kentucky",72275,42,56,33,"C",3621,36.2,62.1,8,"KY"
"872","Kentucky",71926,42,57,37,"C",3331,36.2,62.1,8,"KY"
"873","Kentucky",70480,38.68,58.88,148,"C",596,36.2,62.1,8,"KY"
"874","Kentucky",71500,42,57,42,"C",2908,36.2,62.1,8,"KY"
"875","Kentucky",67116,41,53,119,"B-",800,36.2,62.1,8,"KY"
"876","Kentucky",71443,39,56,22,"A-",625,36.2,62.1,8,"KY"
"877","Kentucky",70941,40,58,50,"C",2109,36.2,62.1,8,"KY"
"878","Kentucky",66846,37,57,143,"B-",898,36.2,62.1,8,"KY"
"879","Kentucky",69939,38,56,50,"B",807,36.2,62.1,8,"KY"
"880","Kentucky",66765,36,53,166,"B-",500,36.2,62.1,8,"KY"
"881","Kentucky",67624,33.57,60.29,115,"B/C",700,36.2,62.1,8,"KY"
"882","Kentucky",72011,42,57,37,"C",3381,36.2,62.1,8,"KY"
"883","Louisiana",71797,39,59,40,"C",2534,39.9,58.5,8,"LA"
"884","Louisiana",71858,38,59,39,"C",2548,39.9,58.5,8,"LA"
"885","Louisiana",71274,40,58,45,"C",2413,39.9,58.5,8,"LA"
"886","Louisiana",72557,36,62,16,"C",1533,39.9,58.5,8,"LA"
"887","Louisiana",72456,36,62,17,"C",1526,39.9,58.5,8,"LA"
"888","Louisiana",69579,42,48,62,"B/C",600,39.9,58.5,8,"LA"
"889","Louisiana",71925,38,59,37,"C",2553,39.9,58.5,8,"LA"
"890","Louisiana",72842,36,62,14,"C",1556,39.9,58.5,8,"LA"
"891","Louisiana",72010,38,59,36,"C",2573,39.9,58.5,8,"LA"
"892","Louisiana",72377,36,61,18,"C",1512,39.9,58.5,8,"LA"
"893","Louisiana",72695,35,62,14,"C",1388,39.9,58.5,8,"LA"
"894","Louisiana",71139,40,58,48,"C",2325,39.9,58.5,8,"LA"
"895","Louisiana",71601,39,59,41,"C",2517,39.9,58.5,8,"LA"
"896","Louisiana",72120,38,59,34,"C",2569,39.9,58.5,8,"LA"
"897","Louisiana",68174,37.9,54.3,82,"A-",1002,39.9,58.5,8,"LA"
"898","Louisiana",71714,39,59,41,"C",2547,39.9,58.5,8,"LA"
"899","Louisiana",70428,42.79,54.63,125,"C",2998,39.9,58.5,8,"LA"
"900","Louisiana",71414,40,58,44,"C",2445,39.9,58.5,8,"LA"
"901","Louisiana",70327,41.96,55.7,63,"C",2475,39.9,58.5,8,"LA"
"902","Louisiana",70479,41.51,54.13,148,"C",1134,39.9,58.5,8,"LA"
"903","Louisiana",72780,39.1,56.6,11,"C",378,39.9,58.5,8,"LA"
"904","Louisiana",70942,40,58,50,"C",2286,39.9,58.5,8,"LA"
"905","Louisiana",72274,38,60,33,"C",2633,39.9,58.5,8,"LA"
"906","Louisiana",70987,35.9,54.1,30,"A-",1048,39.9,58.5,8,"LA"
"907","Louisiana",68124,43,50,89,"B/C",800,39.9,58.5,8,"LA"
"908","Louisiana",72053,35.9,58.8,12,"B/C",755,39.9,58.5,8,"LA"
"909","Louisiana",71332,40,58,45,"C",2425,39.9,58.5,8,"LA"
"910","Louisiana",71045,40,58,48,"C",2284,39.9,58.5,8,"LA"
"911","Louisiana",70378,41.54,54.98,94,"C",2587,39.9,58.5,8,"LA"
"912","Louisiana",71213,40,57,47,"C",2370,39.9,58.5,8,"LA"
"913","Louisiana",71499,40,58,42,"C",2466,39.9,58.5,8,"LA"
"914","Maine",72374,55,43,18,"C",1215,53.1,44,2,"ME"
"915","Maine",69524,55,38,53,"A+",663,53.1,44,2,"ME"
"916","Maine",71136,57,42,48,"C",1172,53.1,44,2,"ME"
"917","Maine",67790,50,38,108,"B/C",888,53.1,44,2,"ME"
"918","Maine",71411,56,43,43,"C",1389,53.1,44,2,"ME"
"919","Maine",71329,56,43,44,"C",1365,53.1,44,2,"ME"
"920","Maine",69587,51.4,39.2,47,"B+",500,53.1,44,2,"ME"
"921","Maine",72511,54.3,42.9,5,"A-",611,53.1,44,2,"ME"
"922","Maine",67787,53,42,103,"A-",962,53.1,44,2,"ME"
"923","Maine",71855,56,42,38,"C",1779,53.1,44,2,"ME"
"924","Maine",72554,56,42,16,"C",1242,53.1,44,2,"ME"
"925","Maine",71711,56,43,40,"C",1649,53.1,44,2,"ME"
"926","Maine",71210,57,42,46,"C",1239,53.1,44,2,"ME"
"927","Maine",71042,56,42,48,"C",1070,53.1,44,2,"ME"
"928","Maine",71271,56,42,45,"C",1321,53.1,44,2,"ME"
"929","Maine",72076,51,38,13,"B/C",879,53.1,44,2,"ME"
"930","Maine",67948,52,37,96,"A-",807,53.1,44,2,"ME"
"931","Maine",71496,56,43,42,"C",1430,53.1,44,2,"ME"
"932","Maine",72271,56,43,33,"C",1995,53.1,44,2,"ME"
"933","Maine",70375,59.63,38.97,94,"C",502,53.1,44,2,"ME"
"934","Maine",72801,52,40,5,"B-",1024,53.1,44,2,"ME"
"935","Maine",72453,55,43,17,"C",1248,53.1,44,2,"ME"
"936","Maine",69967,50,39,47,"B/C",847,53.1,44,2,"ME"
"937","Maine",70476,48.75,48.22,148,"C",202,53.1,44,2,"ME"
"938","Maine",71598,56,43,41,"C",1501,53.1,44,2,"ME"
"939","Maine",66994,53,42,124,"A-",1022,53.1,44,2,"ME"
"940","Maine",70610,51,40,39,"B/C",500,53.1,44,2,"ME"
"941","Maine",71922,56,42,38,"C",1743,53.1,44,2,"ME"
"942","Maine",70324,57.55,40.36,63,"C",729,53.1,44,2,"ME"
"943","Maine",71794,56,43,39,"C",1709,53.1,44,2,"ME"
"944","Maine",67936,53,43,102,"B",866,53.1,44,2,"ME"
"945","Maine",72007,56,42,36,"C",1749,53.1,44,2,"ME"
"946","Maine",70081,55,41,41,"B",718,53.1,44,2,"ME"
"947","Maine",68001,45,38,98,"B/C",500,53.1,44,2,"ME"
"948","Maine",67978,50,39,99,"B-",500,53.1,44,2,"ME"
"949","Maine",72117,56,43,34,"C",1916,53.1,44,2,"ME"
"950","Maine",70943,56,43,50,"C",953,53.1,44,2,"ME"
"951","Maine",72179,53,40,11,"A",1007,53.1,44,2,"ME"
"952","Maine",69488,59,38,54,"A-",1183,53.1,44,2,"ME"
"953","Maine",70425,55.57,42.88,125,"C",733,53.1,44,2,"ME"
"954","Maine",72839,56,42,14,"C",1274,53.1,44,2,"ME"
"955","Maine",72692,56,42,14,"C",1183,53.1,44,2,"ME"
"956","Maine",71085,50.3,39.7,32,"B/C",600,53.1,44,2,"ME"
"957","Maine 1st District",69968,54,36,47,"B/C",416,60.1,37,1,"ME1"
"958","Maine 1st District",68002,49,33,98,"B/C",250,60.1,37,1,"ME1"
"959","Maine 1st District",67791,55,35,108,"B/C",425,60.1,37,1,"ME1"
"960","Maine 1st District",72080,56,34,13,"B/C",426,60.1,37,1,"ME1"
"961","Maine 1st District",67949,61,30,96,"A-",392,60.1,37,1,"ME1"
"962","Maine 1st District",69588,55.43,33.71,47,"B+",267,60.1,37,1,"ME1"
"963","Maine 1st District",72803,56,35,5,"B-",549,60.1,37,1,"ME1"
"964","Maine 1st District",72512,57.7,38.7,5,"A-",310,60.1,37,1,"ME1"
"965","Maine 1st District",72178,59,40,11,"A",498,60.1,37,1,"ME1"
"966","Maine 1st District",71086,54,36.5,32,"B/C",300,60.1,37,1,"ME1"
"967","Maine 1st District",70611,62,30,39,"B/C",243,60.1,37,1,"ME1"
"968","Maine 1st District",69489,64,32,54,"A-",707,60.1,37,1,"ME1"
"969","Maine 2nd District",67792,45,42,108,"B/C",449,44.8,52.3,1,"ME2"
"970","Maine 2nd District",70612,41,49,39,"B/C",248,44.8,52.3,1,"ME2"
"971","Maine 2nd District",67950,44,45,96,"A-",382,44.8,52.3,1,"ME2"
"972","Maine 2nd District",72177,51.4,48.6,11,"A",509,44.8,52.3,1,"ME2"
"973","Maine 2nd District",69589,46.78,45.49,47,"B+",233,44.8,52.3,1,"ME2"
"974","Maine 2nd District",72513,49.8,46.8,5,"A-",301,44.8,52.3,1,"ME2"
"975","Maine 2nd District",72077,46,42,13,"B/C",453,44.8,52.3,1,"ME2"
"976","Maine 2nd District",69969,46,43,47,"B/C",425,44.8,52.3,1,"ME2"
"977","Maine 2nd District",69490,53,44,54,"A-",476,44.8,52.3,1,"ME2"
"978","Maine 2nd District",72802,50,50,5,"B-",475,44.8,52.3,1,"ME2"
"979","Maine 2nd District",71087,46.5,43,32,"B/C",300,44.8,52.3,1,"ME2"
"980","Maine 2nd District",69530,47,45,53,"A+",440,44.8,52.3,1,"ME2"
"981","Maine 2nd District",68003,39,38,98,"B/C",249,44.8,52.3,1,"ME2"
"982","Maryland",72555,66,31,16,"C",3150,65.4,32.2,10,"MD"
"983","Maryland",71211,67,32,46,"C",4105,65.4,32.2,10,"MD"
"984","Maryland",69970,61,29,60,"B/C",753,65.4,32.2,10,"MD"
"985","Maryland",71272,66,32,45,"C",4302,65.4,32.2,10,"MD"
"986","Maryland",72008,67,32,36,"C",5456,65.4,32.2,10,"MD"
"987","Maryland",72454,66,31,17,"C",3154,65.4,32.2,10,"MD"
"988","Maryland",71330,66,32,44,"C",4385,65.4,32.2,10,"MD"
"989","Maryland",72375,66,31,18,"C",3185,65.4,32.2,10,"MD"
"990","Maryland",71712,67,32,40,"C",4892,65.4,32.2,10,"MD"
"991","Maryland",70631,61,32,35,"B-",650,65.4,32.2,10,"MD"
"992","Maryland",72272,66,32,33,"C",5820,65.4,32.2,10,"MD"
"993","Maryland",70325,67.95,29.9,63,"C",2364,65.4,32.2,10,"MD"
"994","Maryland",70376,64.52,31.17,94,"C",1813,65.4,32.2,10,"MD"
"995","Maryland",70477,65.66,32.17,148,"C",1175,65.4,32.2,10,"MD"
"996","Maryland",71412,66,32,43,"C",4483,65.4,32.2,10,"MD"
"997","Maryland",72118,67,31,34,"C",5665,65.4,32.2,10,"MD"
"998","Maryland",70426,66.6,30.43,125,"C",1911,65.4,32.2,10,"MD"
"999","Maryland",70944,66,32,49,"C",3564,65.4,32.2,10,"MD"
"1000","Maryland",72693,65,32,14,"C",2918,65.4,32.2,10,"MD"
"1001","Maryland",72029,58,32.9,15,"B/C",820,65.4,32.2,10,"MD"
"1002","Maryland",71497,66,32,42,"C",4647,65.4,32.2,10,"MD"
"1003","Maryland",71923,66,32,38,"C",5359,65.4,32.2,10,"MD"
"1004","Maryland",72840,66,31,14,"C",3216,65.4,32.2,10,"MD"
"1005","Maryland",71856,66,32,38,"C",5324,65.4,32.2,10,"MD"
"1006","Maryland",71043,66,33,48,"C",3707,65.4,32.2,10,"MD"
"1007","Maryland",71795,66,32,39,"C",5194,65.4,32.2,10,"MD"
"1008","Maryland",66519,59.1,35.3,168,"B/C",810,65.4,32.2,10,"MD"
"1009","Maryland",71137,66,32,47,"C",3878,65.4,32.2,10,"MD"
"1010","Maryland",72781,67,31.1,11,"C",503,65.4,32.2,10,"MD"
"1011","Maryland",71599,67,32,42,"C",4780,65.4,32.2,10,"MD"
"1012","Massachusetts",68009,63,27,89,"A/B",501,65.6,32.1,11,"MA"
"1013","Massachusetts",72715,62,28,11,"A/B",929,65.6,32.1,11,"MA"
"1014","Massachusetts",71413,70,29,43,"C",4467,65.6,32.1,11,"MA"
"1015","Massachusetts",68064,61,28,95,"B+",500,65.6,32.1,11,"MA"
"1016","Massachusetts",72841,69,29,14,"C",3653,65.6,32.1,11,"MA"
"1017","Massachusetts",71972,64,29,20,"B+",713,65.6,32.1,11,"MA"
"1018","Massachusetts",67780,55,23,109,"A/B",797,65.6,32.1,11,"MA"
"1019","Massachusetts",71212,69,29,46,"C",4077,65.6,32.1,11,"MA"
"1020","Massachusetts",71498,69,29,42,"C",4600,65.6,32.1,11,"MA"
"1021","Massachusetts",70326,65,32.06,63,"C",2665,65.6,32.1,11,"MA"
"1022","Massachusetts",71713,70,28,40,"C",5030,65.6,32.1,11,"MA"
"1023","Massachusetts",72376,68,29,18,"C",3445,65.6,32.1,11,"MA"
"1024","Massachusetts",71273,70,29,45,"C",4325,65.6,32.1,11,"MA"
"1025","Massachusetts",72119,70,28,34,"C",5647,65.6,32.1,11,"MA"
"1026","Massachusetts",72009,70,28,36,"C",5310,65.6,32.1,11,"MA"
"1027","Massachusetts",71600,70,28,41,"C",4820,65.6,32.1,11,"MA"
"1028","Massachusetts",71857,70,28,39,"C",5198,65.6,32.1,11,"MA"
"1029","Massachusetts",70478,70.24,27.74,148,"C",1091,65.6,32.1,11,"MA"
"1030","Massachusetts",68240,69.44,30.56,70,"A-",763,65.6,32.1,11,"MA"
"1031","Massachusetts",70427,70.58,26.77,125,"C",2509,65.6,32.1,11,"MA"
"1032","Massachusetts",66203,66.87,33.13,182,"A-",740,65.6,32.1,11,"MA"
"1033","Massachusetts",72455,68,29,17,"C",3432,65.6,32.1,11,"MA"
"1034","Massachusetts",71796,70,28,39,"C",5133,65.6,32.1,11,"MA"
"1035","Massachusetts",72556,68,29,16,"C",3462,65.6,32.1,11,"MA"
"1036","Massachusetts",71138,69,29,47,"C",3871,65.6,32.1,11,"MA"
"1037","Massachusetts",70945,68,30,49,"C",3523,65.6,32.1,11,"MA"
"1038","Massachusetts",71331,70,28,45,"C",4405,65.6,32.1,11,"MA"
"1039","Massachusetts",70377,68.14,28.6,94,"C",2286,65.6,32.1,11,"MA"
"1040","Massachusetts",72273,70,28,33,"C",5848,65.6,32.1,11,"MA"
"1041","Massachusetts",71044,69,29,48,"C",3704,65.6,32.1,11,"MA"
"1042","Massachusetts",72694,69,29,14,"C",3293,65.6,32.1,11,"MA"
"1043","Massachusetts",71924,70,28,37,"C",5248,65.6,32.1,11,"MA"
"1044","Michigan",72170,52.4,42,9,"C-",759,50.6,47.8,16,"MI"
"1045","Michigan",70692,54.2,43.4,28,"A-",716,50.6,47.8,16,"MI"
"1046","Michigan",70127,51,42,41,"B/C",785,50.6,47.8,16,"MI"
"1047","Michigan",71756,50,44,65,"A/B",800,50.6,47.8,16,"MI"
"1048","Michigan",72333,54,44,5,"A-",745,50.6,47.8,16,"MI"
"1049","Michigan",71103,52,43,26,"B-",543,50.6,47.8,16,"MI"
"1050","Michigan",72006,53,45,36,"C",7094,50.6,47.8,16,"MI"
"1051","Michigan",68535,49,43,60,"B-",876,50.6,47.8,16,"MI"
"1052","Michigan",66908,47,36,142,"B/C",826,50.6,47.8,16,"MI"
"1053","Michigan",69683,51,43,46,"B-",568,50.6,47.8,16,"MI"
"1054","Michigan",72493,52.1,45,5,"C-",817,50.6,47.8,16,"MI"
"1055","Michigan",69701,49.9,41.9,56,"B/C",1001,50.6,47.8,16,"MI"
"1056","Michigan",67663,52,40,108,"C",927,50.6,47.8,16,"MI"
"1057","Michigan",71890,55,42,10,"B",679,50.6,47.8,16,"MI"
"1058","Michigan",70615,51,43,35,"B-",709,50.6,47.8,16,"MI"
"1059","Michigan",71135,52,45,47,"C",5093,50.6,47.8,16,"MI"
"1060","Michigan",72587,53,39,9,"B/C",993,50.6,47.8,16,"MI"
"1061","Michigan",71649,44.9,46.7,19,"A-",1034,50.6,47.8,16,"MI"
"1062","Michigan",69995,52,44,45,"A",1082,50.6,47.8,16,"MI"
"1063","Michigan",66832,47,45,144,"B-",353,50.6,47.8,16,"MI"
"1064","Michigan",72800,48.4,48.1,7,"A/B",1000,50.6,47.8,16,"MI"
"1065","Michigan",71744,45,49,23,"B/C",2851,50.6,47.8,16,"MI"
"1066","Michigan",71170,45.9,46.5,23,"A-",1025,50.6,47.8,16,"MI"
"1067","Michigan",71738,48,39,19,"B",600,50.6,47.8,16,"MI"
"1068","Michigan",72508,53,43,7,"B-",654,50.6,47.8,16,"MI"
"1069","Michigan",70374,49.45,47.05,94,"C",2962,50.6,47.8,16,"MI"
"1070","Michigan",71328,53,44,45,"C",5930,50.6,47.8,16,"MI"
"1071","Michigan",72691,52,46,14,"C",3976,50.6,47.8,16,"MI"
"1072","Michigan",71679,50,43,13,"A-",804,50.6,47.8,16,"MI"
"1073","Michigan",67955,51,40,101,"B",600,50.6,47.8,16,"MI"
"1074","Michigan",71946,51,42,21,"B+",681,50.6,47.8,16,"MI"
"1075","Michigan",72509,48.8,46.7,4,"B",500,50.6,47.8,16,"MI"
"1076","Michigan",72416,54,40,11,"C",907,50.6,47.8,16,"MI"
