"","race","sex","age","juv_fel_count","juv_misd_count","priors_count","charge_degree","two_year_recid","compas_decile_score","id"
"3547",2,1,33,0,0,0,1,1,9,5425
"3548",1,0,39,0,0,21,1,0,10,5426
"3549",2,1,43,0,0,2,1,0,3,5427
"3550",1,0,25,0,0,5,1,1,4,5428
"3551",2,0,36,3,0,19,0,1,10,5429
"3552",2,0,23,0,0,3,1,1,5,5430
"3553",1,1,43,0,0,3,0,1,2,5431
"3554",1,0,56,0,0,9,0,1,1,5432
"3555",2,1,20,0,0,1,1,1,8,5433
"3556",2,0,50,0,0,2,0,1,5,5434
"3557",6,0,24,0,0,2,0,1,8,5435
"3558",1,1,54,0,0,1,0,0,2,5436
"3559",2,0,20,0,0,1,1,1,10,5438
"3560",6,0,36,0,0,3,0,1,4,5439
"3561",2,1,36,0,0,3,1,1,6,5440
"3562",2,0,56,0,0,0,0,0,4,5441
"3563",2,0,25,0,0,28,0,1,9,5442
"3564",2,0,25,1,0,2,1,0,9,5443
"3565",1,1,42,0,0,1,1,1,3,5444
"3566",2,0,34,0,2,9,0,1,10,5445
"3567",2,0,48,0,0,4,1,0,6,5446
"3568",2,0,34,1,0,21,0,1,10,5447
"3569",1,0,28,0,0,0,1,0,2,5448
"3570",1,0,32,0,0,1,1,0,3,5449
"3571",1,1,31,0,0,2,1,0,1,5451
"3572",2,1,24,0,0,4,1,1,9,5453
"3573",1,1,25,0,0,0,1,1,4,5454
"3574",1,1,32,0,0,4,1,0,2,5455
"3575",2,0,37,0,0,20,1,1,9,5456
"3576",2,0,24,0,0,1,1,1,3,5458
"3577",2,0,48,0,0,0,0,0,1,5459
"3578",2,0,25,1,2,9,1,1,9,5460
"3579",2,0,35,0,0,1,1,0,2,5461
"3580",2,0,21,0,0,1,1,1,4,5463
"3581",2,1,21,0,0,0,1,1,10,5465
"3582",1,1,27,0,0,0,1,1,2,5472
"3583",2,0,22,0,0,0,1,0,2,5473
"3584",2,0,28,0,0,4,1,0,5,5474
"3585",2,0,26,0,0,0,0,0,2,5475
"3586",6,0,23,0,0,0,0,1,2,5476
"3587",1,0,34,0,0,0,1,0,2,5477
"3588",2,0,22,0,0,3,1,0,9,5479
"3589",6,0,30,0,0,5,1,1,5,5482
"3590",1,0,44,0,0,5,1,0,2,5483
"3591",1,0,57,0,0,1,1,0,2,5484
"3592",2,0,22,0,0,0,1,1,8,5485
"3593",2,0,34,0,0,0,1,0,3,5487
"3594",2,0,24,0,0,7,1,1,8,5489
"3595",1,0,20,0,0,0,1,0,4,5491
"3596",1,0,35,0,0,2,1,0,9,5492
"3597",3,0,53,0,0,1,0,1,1,5494
"3598",2,0,60,0,0,13,1,0,3,5495
"3599",2,1,22,0,0,2,1,0,5,5496
"3600",3,0,43,0,0,0,0,0,1,5497
"3601",1,0,72,0,0,7,1,0,4,5500
"3602",2,0,33,0,0,3,1,1,5,5501
"3603",2,0,24,0,0,1,1,1,4,5502
"3604",2,0,60,0,0,0,1,0,1,5505
"3605",1,0,24,0,0,3,1,1,5,5506
"3606",6,0,43,0,0,2,0,0,2,5507
"3607",2,0,30,0,0,1,0,0,4,5508
"3608",1,1,43,0,0,0,0,0,6,5511
"3609",3,0,48,0,0,1,0,0,1,5512
"3610",6,0,54,0,0,0,0,0,1,5514
"3611",2,0,45,0,0,1,0,0,1,5515
"3612",6,0,36,0,0,0,1,0,4,5517
"3613",1,0,31,0,0,1,0,0,1,5518
"3614",2,0,40,0,0,0,0,0,1,5519
"3615",1,0,50,0,0,1,1,0,1,5520
"3616",6,1,26,0,0,1,0,0,6,5522
"3617",2,0,41,0,0,7,1,0,4,5524
"3618",1,0,34,0,0,5,1,1,6,5525
"3619",1,1,28,0,0,0,1,0,6,5528
"3620",2,0,30,0,0,1,1,0,1,5530
"3621",1,0,23,0,0,2,1,1,9,5531
"3622",3,1,37,0,0,0,0,1,1,5532
"3623",3,0,35,0,0,5,0,0,2,5534
"3624",1,0,21,0,0,1,1,1,6,5535
"3625",2,0,45,0,0,1,1,0,9,5536
"3626",2,1,22,0,1,2,0,1,8,5537
"3627",2,0,29,0,0,6,1,1,8,5539
"3628",2,1,30,0,0,0,0,0,2,5542
"3629",1,0,45,0,0,3,0,1,3,5543
"3630",2,1,24,0,0,2,1,0,4,5544
"3631",1,0,31,0,0,4,1,1,8,5545
"3632",1,0,56,0,0,0,0,0,1,5546
"3633",3,1,44,0,0,4,1,1,3,5548
"3634",2,0,24,0,4,14,1,1,10,5550
"3635",2,0,38,0,0,11,1,0,6,5551
"3636",2,0,51,0,0,22,1,1,9,5552
"3637",1,0,22,0,0,0,1,0,3,5553
"3638",2,0,28,0,0,5,0,0,8,5554
"3639",2,0,47,0,0,19,1,1,8,5556
"3640",2,0,51,0,0,0,0,1,4,5557
"3641",1,0,25,0,0,1,0,0,3,5558
"3642",3,0,53,0,0,1,1,0,1,5560
"3643",2,0,30,0,0,0,1,0,1,5561
"3644",1,0,33,0,0,0,1,1,6,5563
"3645",2,0,35,0,0,5,1,1,4,5564
"3646",2,1,33,0,0,0,1,0,2,5567
"3647",2,0,65,0,0,11,1,0,10,5568
"3648",6,0,59,0,0,1,0,0,1,5569
"3649",2,1,37,0,0,4,0,0,5,5572
"3650",1,1,33,0,0,1,1,0,7,5573
"3651",2,0,27,0,0,2,1,1,7,5574
"3652",2,1,29,0,0,9,1,1,7,5575
"3653",5,0,26,0,0,11,1,1,8,5576
"3654",2,0,24,0,0,3,1,1,10,5578
"3655",2,0,43,0,0,5,1,0,9,5579
"3656",2,0,37,0,0,11,0,1,7,5583
"3657",2,0,53,0,0,13,1,0,7,5584
"3658",2,0,43,0,0,4,1,0,1,5585
"3659",2,0,26,0,0,4,1,1,8,5586
"3660",1,1,30,0,0,1,0,0,3,5590
"3661",2,0,27,0,0,6,1,1,7,5591
"3662",1,0,39,0,0,9,1,1,5,5592
"3663",1,0,37,0,0,4,0,1,4,5593
"3664",1,0,22,0,0,3,0,1,10,5594
"3665",1,0,25,0,0,0,1,0,6,5596
"3666",3,0,26,0,0,1,1,0,5,5598
"3667",1,1,28,0,0,0,0,0,6,5599
"3668",2,0,25,0,0,0,0,1,5,5600
"3669",1,0,58,0,0,1,1,0,1,5601
"3670",1,1,29,0,0,1,0,1,5,5603
"3671",2,0,33,0,0,8,1,0,5,5604
"3672",2,0,38,0,0,0,1,0,1,5605
"3673",1,0,38,0,0,2,1,0,3,5607
"3674",2,0,59,0,0,22,1,1,6,5609
"3675",6,0,29,0,0,4,0,1,5,5611
"3676",2,0,57,0,0,9,1,0,5,5612
"3677",1,0,53,0,0,0,0,1,2,5613
"3678",2,0,33,0,0,2,1,1,8,5614
"3679",1,0,58,0,0,1,0,0,1,5617
"3680",1,0,51,0,0,1,0,0,1,5618
"3681",2,0,25,0,0,11,1,1,9,5620
"3682",1,0,53,0,0,2,1,0,4,5621
"3683",1,0,32,0,0,0,0,1,6,5623
"3684",2,0,35,0,0,6,1,1,8,5627
"3685",1,0,39,0,0,1,1,0,1,5628
"3686",3,0,36,0,0,1,0,0,9,5631
"3687",1,1,42,0,0,5,0,1,4,5632
"3688",2,0,37,0,0,0,0,0,2,5633
"3689",1,0,39,0,0,0,1,0,1,5634
"3690",1,1,52,0,0,3,0,0,1,5635
"3691",6,0,60,0,0,1,0,0,1,5637
"3692",3,0,37,0,0,2,0,0,1,5638
"3693",1,0,42,0,0,4,1,1,1,5639
"3694",3,0,44,0,0,0,0,1,1,5644
"3695",2,0,23,0,0,6,1,1,6,5646
"3696",2,1,42,0,0,0,0,1,1,5647
"3697",1,1,28,0,0,2,1,0,3,5649
"3698",2,0,28,0,0,5,1,0,4,5650
"3699",1,0,38,0,0,12,1,0,5,5651
"3700",2,1,43,0,0,2,1,1,2,5652
"3701",2,0,42,0,0,0,1,0,5,5654
"3702",1,1,25,0,0,0,0,0,3,5655
"3703",2,0,32,0,0,7,1,1,9,5657
"3704",2,0,21,0,0,0,1,1,6,5658
"3705",1,1,35,0,0,1,0,0,5,5659
"3706",1,0,37,0,0,0,1,0,5,5660
"3707",2,1,33,0,0,2,1,0,2,5664
"3708",1,1,51,0,0,4,1,0,3,5665
"3709",1,0,39,0,0,3,1,0,4,5666
"3710",3,0,35,0,0,5,0,1,6,5667
"3711",2,0,40,0,0,3,1,0,7,5668
"3712",2,0,32,0,0,17,1,1,8,5669
"3713",1,0,18,5,0,4,1,1,8,5670
"3714",1,0,32,0,0,3,1,1,6,5671
"3715",6,0,37,0,0,0,0,0,1,5672
"3716",2,0,32,0,0,10,1,1,6,5673
"3717",1,0,47,0,0,5,0,1,3,5675
"3718",1,1,23,0,0,0,0,0,7,5676
"3719",1,0,63,0,0,10,1,1,4,5677
"3720",2,0,38,0,1,16,1,1,9,5678
"3721",2,0,32,0,0,6,0,1,5,5680
"3722",2,0,31,0,0,4,1,1,8,5681
"3723",2,0,23,0,0,0,1,0,3,5684
"3724",3,0,38,0,0,1,0,0,5,5685
"3725",1,1,47,0,0,0,0,0,1,5686
"3726",1,0,33,0,0,1,1,1,8,5687
"3727",1,0,22,0,0,1,1,0,4,5689
"3728",1,0,26,0,0,1,0,0,3,5691
"3729",1,0,40,0,0,0,0,1,1,5692
"3730",2,0,36,10,0,14,1,1,7,5693
"3731",1,1,65,0,0,0,0,0,1,5695
"3732",1,0,44,0,0,4,0,1,5,5696
"3733",2,1,22,0,0,0,0,0,3,5697
"3734",3,0,34,0,0,0,0,0,1,5698
"3735",3,1,38,0,0,0,1,0,1,5699
"3736",1,1,26,0,0,4,1,1,3,5700
"3737",3,0,20,0,0,0,0,1,4,5701
"3738",3,0,49,0,0,0,1,0,1,5703
"3739",2,0,56,0,0,7,1,0,4,5707
"3740",1,0,52,0,0,2,1,1,9,5711
"3741",6,0,25,0,0,2,0,1,2,5713
"3742",2,0,34,0,0,5,1,0,1,5716
"3743",2,0,33,0,0,1,0,1,1,5717
"3744",2,0,21,0,1,1,1,0,7,5719
"3745",2,0,46,0,0,9,1,0,4,5722
"3746",2,0,22,0,0,2,0,1,6,5723
"3747",1,0,57,0,0,1,0,0,4,5724
"3748",2,0,22,0,0,2,1,1,3,5725
"3749",1,1,48,0,0,1,0,1,1,5726
"3750",2,0,40,0,0,21,1,0,5,5727
"3751",2,1,30,0,0,1,1,0,2,5728
"3752",1,0,21,0,1,4,0,1,7,5729
"3753",2,1,39,0,2,22,1,1,10,5730
"3754",1,0,27,0,0,13,1,1,6,5731
"3755",1,1,33,0,0,0,0,1,6,5732
"3756",2,0,24,0,0,0,1,0,3,5733
"3757",2,0,43,0,0,0,1,1,1,5735
"3758",1,1,45,0,0,0,0,0,1,5736
"3759",2,0,51,0,0,3,1,0,3,5738
"3760",2,1,35,0,0,2,1,1,2,5739
"3761",2,0,31,0,0,9,0,1,7,5740
"3762",1,0,27,0,0,0,0,0,2,5741
"3763",2,0,32,0,0,1,1,0,2,5742
"3764",1,0,49,0,0,0,0,0,1,5743
"3765",2,0,29,0,0,2,1,0,3,5745
"3766",2,0,23,0,1,2,1,1,6,5748
"3767",4,0,30,0,0,6,0,0,3,5749
"3768",2,0,55,0,0,12,1,1,6,5750
"3769",1,0,30,0,0,0,0,0,4,5753
"3770",2,0,34,0,0,13,1,1,4,5754
"3771",1,0,56,0,0,2,1,0,1,5755
"3772",2,0,33,0,0,4,1,0,6,5756
"3773",2,0,28,0,0,1,0,0,2,5757
"3774",2,0,29,0,0,1,1,0,8,5759
"3775",1,0,38,0,0,0,0,0,1,5760
"3776",1,0,37,0,0,0,1,0,3,5761
"3777",1,1,33,0,0,0,0,1,1,5762
"3778",3,0,30,0,0,0,1,0,2,5763
"3779",2,0,51,1,0,19,1,0,9,5765
"3780",2,0,65,0,0,7,0,0,5,5768
"3781",2,1,32,0,0,1,0,0,1,5769
"3782",1,0,38,0,0,5,1,1,7,5772
"3783",2,0,35,0,0,1,1,0,4,5773
"3784",1,0,57,0,0,1,1,0,1,5774
"3785",1,0,26,0,0,1,1,0,3,5776
"3786",3,1,23,0,3,7,0,1,8,5778
"3787",2,1,36,2,0,4,0,1,6,5779
"3788",3,1,33,0,0,2,1,1,4,5782
"3789",1,0,35,0,0,3,1,1,5,5784
"3790",2,0,33,0,0,0,1,0,1,5785
"3791",1,0,47,0,0,0,0,0,1,5787
"3792",3,1,53,0,0,0,0,0,1,5789
"3793",6,0,31,0,0,6,1,0,5,5790
"3794",1,0,35,0,0,1,0,1,4,5792
"3795",2,1,36,0,0,1,1,1,3,5793
"3796",1,1,25,0,0,0,0,0,3,5795
"3797",3,0,52,0,0,10,1,0,6,5797
"3798",3,0,23,0,0,3,0,1,7,5799
"3799",2,0,34,0,0,7,0,0,3,5800
"3800",1,0,51,0,0,6,1,1,3,5801
"3801",2,0,24,0,0,8,1,1,8,5804
"3802",1,0,32,0,0,0,1,1,2,5806
"3803",2,0,43,0,0,8,1,1,7,5808
"3804",2,0,45,1,0,20,0,0,7,5809
"3805",2,0,42,0,0,10,0,1,5,5810
"3806",2,0,22,0,0,1,1,1,7,5811
"3807",2,0,49,0,0,4,1,0,4,5812
"3808",2,0,42,0,0,0,1,1,1,5813
"3809",1,0,40,0,0,0,0,1,8,5814
"3810",2,0,25,0,1,2,1,1,7,5816
"3811",1,0,25,0,0,0,0,1,5,5817
"3812",2,0,23,0,0,0,1,0,5,5818
"3813",1,0,21,0,0,2,1,1,7,5820
"3814",1,0,31,0,0,3,0,0,5,5821
"3815",2,1,28,0,0,0,0,0,2,5824
"3816",2,0,24,0,0,11,1,1,9,5825
"3817",1,0,45,0,0,0,1,0,1,5826
"3818",2,0,23,0,0,2,0,1,4,5827
"3819",2,0,39,0,0,7,1,1,8,5828
"3820",1,0,25,0,0,2,1,0,4,5830
"3821",2,0,24,0,1,1,1,0,2,5831
"3822",1,0,46,0,0,1,1,0,1,5832
"3823",1,0,47,0,0,3,1,0,1,5833
"3824",1,0,54,0,0,2,0,1,4,5835
"3825",2,0,22,0,0,1,0,1,4,5836
"3826",1,1,34,0,0,0,0,0,2,5837
"3827",1,0,33,0,0,0,0,1,1,5838
"3828",1,0,27,0,0,1,0,0,6,5841
"3829",2,0,29,0,0,16,1,1,10,5842
"3830",3,0,34,0,0,3,0,0,2,5846
"3831",2,0,32,0,0,1,1,0,5,5847
"3832",2,0,29,0,0,0,0,0,6,5849
"3833",1,1,25,0,0,2,0,1,3,5850
"3834",1,0,34,0,0,16,1,1,6,5851
"3835",2,1,55,0,0,1,1,0,1,5852
"3836",2,0,27,0,0,0,1,1,4,5853
"3837",2,0,26,0,0,0,0,0,3,5854
"3838",2,0,39,2,2,19,1,1,9,5856
"3839",2,0,24,0,0,1,1,0,7,5857
"3840",1,0,29,0,0,0,0,0,2,5858
"3841",1,1,31,0,0,3,1,1,7,5861
"3842",2,0,50,0,0,13,1,1,1,5863
"3843",3,0,25,0,0,2,1,1,5,5864
"3844",2,0,31,0,0,4,1,1,5,5865
"3845",6,0,31,0,0,0,0,0,2,5867
"3846",1,0,26,1,0,2,1,0,6,5869
"3847",1,0,54,0,0,2,1,0,2,5871
"3848",2,0,33,0,0,14,1,1,8,5873
"3849",2,0,22,0,0,0,0,1,4,5875
"3850",2,0,35,0,1,8,1,0,9,5877
"3851",6,1,30,0,0,4,1,1,7,5878
"3852",2,0,25,0,0,0,1,0,2,5880
"3853",2,0,25,0,0,0,1,0,5,5881
"3854",2,0,44,0,0,0,1,1,2,5882
"3855",1,1,29,0,0,2,1,1,7,5883
"3856",1,0,46,0,0,2,1,1,3,5885
"3857",1,0,53,0,0,0,0,0,1,5886
"3858",2,0,24,0,0,2,1,1,7,5887
"3859",2,1,52,0,0,2,1,1,1,5889
"3860",2,0,27,0,0,0,0,1,2,5890
"3861",1,0,41,0,0,0,1,0,1,5891
"3862",2,1,21,0,0,0,1,1,5,5892
"3863",1,0,24,0,0,1,1,0,4,5895
"3864",1,0,38,0,0,8,1,0,2,5896
"3865",1,0,23,0,0,0,0,0,2,5898
"3866",2,0,42,0,0,0,1,0,1,5899
"3867",1,0,32,0,0,4,1,0,5,5900
"3868",3,0,24,0,0,3,0,1,7,5901
"3869",2,0,24,5,0,5,1,1,8,5902
"3870",2,0,26,0,0,4,1,1,8,5904
"3871",1,0,50,0,0,9,1,1,3,5905
"3872",2,1,32,0,0,3,0,0,6,5906
"3873",2,0,40,0,0,13,1,0,9,5907
"3874",1,0,25,0,0,1,0,1,2,5908
"3875",3,0,42,0,0,1,1,0,1,5912
"3876",2,0,27,0,0,2,1,0,3,5914
"3877",1,0,23,0,0,0,1,1,9,5915
"3878",2,0,37,0,0,22,0,1,9,5916
"3879",2,0,32,0,0,1,0,1,4,5917
"3880",2,0,38,0,0,2,0,1,7,5918
"3881",1,0,52,0,0,4,0,1,3,5921
"3882",1,0,29,0,0,2,1,0,2,5923
"3883",2,0,28,0,0,7,0,1,3,5924
"3884",2,0,49,0,0,0,0,0,1,5926
"3885",1,0,50,0,0,0,1,0,1,5928
"3886",1,0,26,0,0,2,1,1,2,5929
"3887",1,1,34,0,0,0,1,1,8,5930
"3888",1,1,28,0,0,1,1,0,7,5931
"3889",1,0,36,0,0,4,1,1,8,5932
"3890",2,0,45,0,0,1,1,1,2,5933
"3891",2,0,30,0,0,0,1,1,3,5934
"3892",2,0,24,0,0,3,1,1,4,5935
"3893",2,0,25,0,0,0,0,1,2,5937
"3894",2,0,25,0,0,4,0,1,3,5938
"3895",1,0,45,0,0,2,1,0,1,5939
"3896",1,0,26,0,0,1,1,1,7,5942
"3897",6,0,37,0,0,2,1,0,1,5943
"3898",3,0,24,0,0,0,0,0,2,5946
"3899",1,0,40,0,0,2,0,0,1,5947
"3900",1,0,60,0,0,1,0,0,1,5948
"3901",3,1,33,0,0,0,1,0,2,5951
"3902",2,0,31,0,0,6,1,0,9,5952
"3903",3,0,53,0,0,18,1,0,2,5953
"3904",3,0,55,0,0,0,0,0,1,5954
"3905",1,0,36,0,0,4,0,0,6,5955
"3906",6,0,30,0,0,6,1,1,9,5957
"3907",2,0,21,0,0,1,1,1,7,5958
"3908",1,0,55,0,0,0,0,0,1,5960
"3909",1,0,22,0,0,1,1,1,3,5963
"3910",2,1,23,0,0,1,1,0,3,5964
"3911",1,1,24,0,0,7,0,1,8,5965
"3912",2,1,40,0,0,13,1,1,10,5967
"3913",1,0,57,0,0,9,1,1,4,5968
"3914",1,0,33,0,0,0,0,1,3,5969
"3915",1,0,32,0,0,2,1,0,1,5970
"3916",1,0,47,0,0,3,1,0,2,5971
"3917",1,0,51,0,0,6,0,1,1,5973
"3918",2,0,22,0,1,1,1,0,6,5974
"3919",1,0,47,0,0,2,1,0,1,5975
"3920",1,0,28,0,0,1,1,1,1,5976
"3921",2,0,21,0,0,1,1,1,10,5977
"3922",2,0,28,0,0,5,1,0,8,5978
"3923",1,1,44,0,0,1,0,1,1,5981
"3924",2,0,25,0,0,0,1,1,4,5982
"3925",2,0,34,0,0,4,0,0,2,5984
"3926",1,0,65,0,0,0,0,0,1,5985
"3927",1,0,33,0,0,5,1,1,6,5987
"3928",1,1,23,0,0,0,0,0,3,5988
"3929",1,1,44,0,0,0,0,0,1,5989
"3930",3,0,21,1,0,1,1,1,8,5990
"3931",2,0,24,0,0,1,0,0,3,5992
"3932",1,0,51,0,0,1,0,0,2,5993
"3933",2,1,21,0,0,0,1,1,8,5994
"3934",1,0,39,0,0,6,1,0,6,5995
"3935",2,0,29,0,0,29,1,1,8,5996
"3936",1,0,24,0,0,1,1,0,6,5997
"3937",2,1,23,0,0,0,1,1,5,6000
"3938",2,0,31,0,0,11,1,1,10,6001
"3939",2,1,35,0,0,0,0,0,2,6002
"3940",6,0,30,0,0,0,1,0,1,6004
"3941",1,0,34,0,0,8,1,0,7,6005
"3942",2,1,39,0,0,4,1,0,6,6006
"3943",2,0,29,0,0,6,0,0,2,6009
"3944",1,0,51,0,0,0,0,0,1,6010
"3945",1,0,22,0,0,1,1,0,7,6011
"3946",1,0,29,0,0,2,1,0,2,6013
"3947",1,0,35,0,0,8,1,1,8,6014
"3948",1,0,32,0,0,6,1,1,2,6019
"3949",1,0,33,0,0,3,0,1,4,6021
"3950",1,0,58,0,0,5,1,1,3,6022
"3951",6,0,54,0,0,0,1,0,1,6023
"3952",2,0,30,0,0,3,1,0,2,6024
"3953",2,0,33,0,0,2,1,1,9,6027
"3954",2,0,24,0,0,0,1,1,3,6029
"3955",2,0,48,0,0,10,1,0,4,6030
"3956",2,0,23,0,0,0,0,0,8,6032
"3957",1,0,23,0,0,2,1,1,7,6034
"3958",4,0,47,0,0,1,0,0,1,6035
"3959",6,0,21,0,0,0,1,0,4,6036
"3960",2,0,29,0,0,0,0,1,9,6040
"3961",1,0,48,0,0,2,1,0,1,6041
"3962",1,0,37,0,0,4,0,1,4,6042
"3963",1,0,50,0,0,3,1,0,3,6043
"3964",2,0,19,0,0,3,1,1,8,6044
"3965",1,0,39,0,0,2,0,0,3,6045
"3966",2,0,49,2,0,13,1,0,3,6046
"3967",1,0,58,0,0,2,1,0,5,6047
"3968",2,0,31,0,0,6,1,0,8,6048
"3969",2,0,23,0,0,1,0,0,7,6051
"3970",2,1,23,0,0,0,1,1,3,6055
"3971",1,0,31,0,0,17,1,1,8,6056
"3972",6,0,33,0,0,0,1,1,1,6058
"3973",1,0,57,0,0,6,1,0,2,6062
"3974",1,1,31,0,0,0,0,0,2,6064
"3975",2,0,57,0,0,19,1,0,6,6065
"3976",1,0,57,0,0,12,0,0,5,6066
"3977",2,0,29,0,0,6,0,1,7,6067
"3978",2,0,30,0,0,0,0,1,1,6070
"3979",2,0,45,0,0,11,1,0,3,6071
"3980",1,0,42,0,0,0,1,0,5,6073
"3981",6,0,48,0,0,7,1,0,2,6074
"3982",2,0,29,0,2,12,1,1,8,6075
"3983",1,0,23,0,0,0,1,0,4,6077
"3984",1,1,28,0,0,0,1,0,2,6078
"3985",2,0,41,0,0,3,1,0,7,6079
"3986",2,0,25,0,0,1,0,1,2,6080
"3987",1,1,34,0,0,3,0,0,5,6081
"3988",2,0,53,0,0,26,1,1,5,6082
"3989",2,1,28,0,0,1,1,1,3,6083
"3990",2,0,27,0,0,0,1,0,2,6084
"3991",2,0,39,0,0,4,1,0,4,6085
"3992",1,1,55,0,0,6,1,0,4,6087
"3993",2,0,27,0,0,4,1,1,5,6089
"3994",1,0,30,0,0,7,1,1,10,6094
"3995",2,0,31,3,0,15,0,1,10,6095
"3996",2,0,20,0,0,1,0,1,9,6096
"3997",1,0,26,0,0,2,1,1,9,6097
"3998",2,0,44,0,0,7,1,1,5,6098
"3999",2,0,33,0,0,17,1,1,10,6099
"4000",1,0,34,0,0,0,1,1,1,6100
"4001",1,0,27,0,0,0,0,0,2,6101
"4002",2,0,21,0,0,1,1,1,7,6103
"4003",2,0,29,0,0,4,1,0,2,6105
"4004",2,0,27,0,0,7,1,0,6,6106
"4005",1,1,24,0,0,0,1,0,8,6107
"4006",2,0,29,0,0,0,1,1,5,6108
"4007",1,0,20,0,0,0,1,0,3,6109
"4008",1,1,23,0,0,0,1,0,3,6110
"4009",2,1,48,0,0,0,0,0,1,6111
"4010",2,0,34,0,0,0,0,1,1,6112
"4011",2,0,46,0,0,1,0,1,6,6113
"4012",1,1,41,0,0,3,1,0,5,6114
"4013",2,0,26,0,0,3,1,1,6,6116
"4014",2,0,37,0,0,11,1,1,8,6117
"4015",1,1,54,0,0,7,1,0,5,6118
"4016",2,1,25,0,0,5,0,0,10,6119
"4017",1,1,22,0,0,2,1,0,3,6123
"4018",2,0,32,0,0,7,1,0,1,6125
"4019",2,0,44,0,0,0,0,0,1,6127
"4020",2,0,28,0,0,1,1,0,1,6129
"4021",2,0,60,0,0,3,0,0,1,6131
"4022",1,0,49,0,0,0,1,0,1,6133
"4023",2,0,32,0,0,9,1,0,4,6134
"4024",2,0,30,0,0,10,0,1,4,6135
"4025",1,0,52,0,0,0,1,0,1,6137
"4026",2,1,27,0,0,1,0,0,10,6139
"4027",2,0,34,0,0,0,1,0,10,6140
"4028",2,0,55,0,0,5,1,1,4,6143
"4029",2,0,37,0,0,6,0,0,6,6145
"4030",2,0,33,0,0,0,0,0,7,6146
"4031",2,0,22,0,0,0,1,1,6,6147
"4032",2,1,27,0,0,0,0,0,2,6148
"4033",2,0,20,0,0,0,1,1,5,6149
"4034",1,0,33,0,0,0,1,0,2,6150
"4035",2,0,26,0,0,0,0,0,2,6152
"4036",2,0,29,0,0,0,0,0,5,6153
"4037",2,0,32,0,0,1,0,0,3,6154
"4038",1,0,37,0,0,4,0,0,1,6156
"4039",2,0,31,0,0,15,1,0,10,6159
"4040",2,0,29,0,0,6,1,1,8,6160
"4041",2,0,31,0,0,6,1,0,4,6161
"4042",1,1,36,0,0,2,1,0,3,6162
"4043",2,0,35,0,0,4,0,0,6,6163
"4044",2,1,37,0,0,1,1,0,1,6164
"4045",1,0,34,0,0,5,0,1,2,6165
"4046",1,0,20,0,0,1,0,1,5,6166
"4047",2,1,50,0,0,12,0,1,6,6167
"4048",1,0,24,0,0,8,1,1,9,6169
"4049",2,0,29,0,1,8,0,1,9,6170
"4050",2,1,45,0,0,1,1,0,1,6171
"4051",1,0,34,0,0,2,1,1,7,6172
"4052",2,0,70,0,0,0,0,0,1,6173
"4053",2,0,26,0,0,2,1,0,4,6175
"4054",2,0,23,1,0,4,1,0,9,6177
"4055",1,0,27,0,0,5,0,0,4,6178
"4056",1,0,44,0,0,6,1,1,6,6179
"4057",2,0,23,0,0,2,0,1,3,6180
"4058",2,0,26,0,0,0,0,0,5,6182
"4059",1,1,23,0,0,2,0,0,6,6183
"4060",2,0,27,0,0,3,1,1,9,6185
"4061",1,1,46,0,0,1,1,0,2,6189
"4062",2,1,27,1,0,1,1,0,5,6191
"4063",1,0,45,0,0,7,1,0,2,6192
"4064",2,0,42,0,0,1,0,0,5,6193
"4065",1,1,24,0,1,3,0,1,5,6195
"4066",2,0,20,1,1,2,1,1,8,6196
"4067",1,0,49,0,0,3,1,0,4,6198
"4068",1,0,29,0,0,8,0,1,9,6199
"4069",3,0,29,0,0,0,1,0,2,6200
"4070",1,1,52,0,0,1,1,0,1,6201
"4071",3,0,37,0,0,4,0,1,1,6202
"4072",2,0,26,0,0,1,0,0,3,6203
"4073",2,0,53,0,0,15,1,1,1,6205
"4074",3,0,47,0,0,1,1,0,1,6206
"4075",2,0,38,0,0,0,0,1,8,6207
"4076",2,0,25,0,0,1,1,0,6,6208
"4077",2,0,21,1,0,1,1,1,10,6210
"4078",2,0,48,0,0,0,0,0,1,6212
"4079",1,1,40,0,0,1,1,0,2,6213
"4080",6,1,24,0,0,0,1,0,3,6215
"4081",2,0,22,0,0,0,1,1,4,6216
"4082",2,0,36,0,0,4,0,0,8,6219
"4083",1,0,38,0,0,2,0,0,2,6221
"4084",6,0,23,0,0,0,1,1,3,6222
"4085",6,0,54,0,0,2,0,0,1,6223
"4086",3,0,24,0,0,1,1,0,4,6224
"4087",1,1,44,0,0,0,0,1,1,6226
"4088",2,1,23,0,0,2,1,1,7,6227
"4089",1,0,64,0,0,0,0,0,1,6228
"4090",1,0,38,0,0,5,0,1,5,6229
"4091",6,1,45,0,0,0,0,0,1,6230
"4092",2,0,49,0,0,1,1,0,5,6231
"4093",2,1,45,0,0,3,1,0,7,6234
"4094",4,0,33,0,0,0,0,0,1,6236
"4095",3,0,44,0,0,2,1,0,2,6238
"4096",2,0,51,0,0,3,1,0,1,6239
"4097",2,0,50,0,0,0,1,0,1,6240
"4098",1,0,33,0,2,2,0,0,2,6241
"4099",1,1,54,0,0,0,0,0,1,6242
"4100",3,0,28,0,0,3,1,1,5,6244
"4101",1,0,33,0,0,14,1,0,9,6245
"4102",2,0,42,0,0,17,0,1,7,6247
"4103",1,0,34,0,0,3,1,0,1,6248
